BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Period
1,4000,26572,31960,HomeImp,Office,11,0,0,117.79510387,0,8,41.286491948,1
1,4000,58000,69440,HomeImp,Other,3.5,0,1,168.66666667,0,18,,1
1,4000,5700,18000,DebtCon,Other,,0,0,12.2,0,17,,2
1,4000,45000,58350,HomeImp,Mgr,3.5,0,0,162,3,16,,1
1,4000,7000,16020,HomeImp,Other,18,0,1,85.8,2,23,,1
0,4000,64240,63990,HomeImp,Sales,5,2,0,160.3,1,23,,2
1,4000,74000,93000,HomeImp,ProfExe,2.6,1,3,186.63333333,,9,,1
1,4000,55000,59000,DebtCon,Other,12,2,0,146.1,0,22,,2
0,4000,67625,80698,HomeImp,Mgr,11,,1,212.34930388,0,25,39.128717628,1
0,4100,57992,63797,DebtCon,ProfExe,7,0,4,165.50503695,1,31,22.27817437,1
0,4200,56544,59218,HomeImp,Office,19,0,0,211.00259912,1,20,19.027704425,3
1,4200,34800,50225,HomeImp,Other,2,1,0,93.5,1,5,,1
0,4200,67700,77000,DebtCon,Sales,4,0,0,128.83333333,0,31,,1
0,4300,71206,78698,DebtCon,Sales,3,0,0,129.93286902,0,31,34.181376516,2
0,4300,68815,79852,HomeImp,Other,6,0,0,105.12070881,0,14,41.806376152,1
0,4300,72021,80027,HomeImp,Other,2,2,0,263.97030029,0,5,36.432093937,2
0,4400,53969,63869,DebtCon,ProfExe,7,0,3,162.39001067,0,30,23.581079239,1
0,4500,,77182,,,,,,,,,25.227252904,3
1,4500,39000,66000,HomeImp,Other,1,0,0,170.36666667,1,19,,1
0,4500,71082,79247,HomeImp,Other,4,0,0,118.76041007,0,14,41.421110521,1
0,4500,,49044,HomeImp,,0,0,0,,0,0,11.652738796,4
0,4500,45500,50000,HomeImp,Other,6,0,0,86.166666667,0,18,,1
1,4500,118000,146870,HomeImp,ProfExe,4.5,2,0,203.86666667,1,20,,1
1,4500,90000,105800,HomeImp,Other,6,2,3,80.1,3,10,,1
0,4700,67913,97205,,Mgr,2,0,0,142.82439151,0,24,35.226997192,1
0,4700,88026,115506,HomeImp,ProfExe,6,0,0,182.24833156,0,27,29.20902258,4
1,4700,26900,45000,HomeImp,ProfExe,9,1,2,90.466666667,1,16,,1
0,4800,67317,97191,,Mgr,3,0,0,137.31972481,0,23,34.275293777,1
0,4800,56067,63102,DebtCon,ProfExe,9,0,3,160.14631128,1,30,21.583760121,1
1,4900,25597,23031,HomeImp,Other,5,0,0,101.74676644,0,8,33.243156978,1
0,4900,67794,84630,HomeImp,Other,4,0,0,112.57341888,0,15,41.673996362,2
1,4900,44000,59745,HomeImp,Other,10,0,0,81.5,3,13,,2
0,4900,,28437.5,HomeImp,,,,,,,,,1
0,4900,,69706,,,,,,,,,33.705587738,1
0,5000,,34846,HomeImp,,,,,,,,33.354652626,2
0,5000,47479,61690,DebtCon,,5,,0,65.032969007,,16,36.699414922,2
0,5000,66839,87168,HomeImp,Other,4,0,0,122.59722258,0,15,40.616779346,1
1,5000,40000,70500,HomeImp,Mgr,0.4,0,0,61.766666667,2,8,,1
1,5000,100882,102700,HomeImp,Mgr,5,0,1,58.866666667,0,16,,1
1,5000,31000,47350,HomeImp,ProfExe,12,,,,,,,1
1,5000,63125,126500,HomeImp,Office,3,0,0,100.3,0,14,,1
1,5000,34200,50830,HomeImp,Other,6,0,0,57,1,9,,1
1,5000,,71277,HomeImp,Other,10,0,0,72.433333333,1,12,,2
1,5000,123000,157500,HomeImp,Mgr,9,,,,,,,1
1,5000,16600,25250,HomeImp,Other,6,0,0,88.7,1,3,,1
1,5000,,74500,HomeImp,Other,19,,,,,,,2
1,5000,,94119,HomeImp,Other,19,,,,,,,3
0,5000,73126,87500,DebtCon,Other,1,0,0,125.96666667,2,10,,2
0,5000,72517,86250,DebtCon,Mgr,19,0,1,300.36666667,1,24,,3
0,5000,70470,77908,DebtCon,,5,,,,,,,4
0,5000,,36375,HomeImp,Other,3,0,0,266.8,1,26,,2
0,5000,74225,89640,DebtCon,ProfExe,0.3,,,,,,,1
0,5000,,65400,HomeImp,Office,1.5,0,0,51.766666667,0,4,,1
1,5000,10171,26809,HomeImp,Office,13,3,6,228.3,0,24,,1
1,5000,78893,82600,HomeImp,Mgr,16,0,0,133.9,1,34,,1
1,5000,85165,107940,HomeImp,Mgr,6,5,3,122.76666667,5,28,,1
1,5000,68000,75616,DebtCon,ProfExe,0.1,0,0,131.86666667,0,30,,1
1,5000,81748,,DebtCon,ProfExe,14,1,2,144.06666667,2,17,,3
0,5000,44674,59375,HomeImp,Office,10,,,178.6925087,,19,26.448197463,4
1,5000,61999,75021.3,HomeImp,Other,5,0,0,97.1,0,23,,1
0,5000,80153,97275,DebtCon,Other,1,0,0,120.67506316,2,10,37.512708409,2
0,5000,,46281,HomeImp,Other,2,0,0,257.6522064,0,26,40.952588884,4
0,5000,66435,82819,HomeImp,Other,2,0,0,125.13062556,0,14,42.183538672,1
0,5100,179725,251962,DebtCon,Sales,,0,0,127.49881344,0,22,40.308259362,1
0,5100,85583,115341,HomeImp,ProfExe,7,0,0,177.95825512,1,28,26.257970132,3
0,5100,87258,121382,HomeImp,ProfExe,6,0,0,181.66304016,0,28,25.444759149,3
0,5100,,28291,DebtCon,Other,2,0,0,277.94456081,1,14,23.644691283,4
1,5100,9900,30451,HomeImp,Other,11,0,0,21.2,0,2,,1
0,5100,93000,116875,HomeImp,Other,10,,,417.63333333,2,50,,1
0,5100,73882,96031,DebtCon,Other,0,0,0,125.78740011,1,10,34.446079222,2
0,5100,74071,97064,DebtCon,Other,0,0,0,121.0759726,2,9,36.401729548,2
0,5100,62702,79784,HomeImp,Other,2,0,0,108.07259081,0,15,43.290139816,4
0,5200,,36425,DebtCon,Other,2,0,0,266.81346457,1,14,23.797401058,4
1,5200,,9500,DebtCon,Other,1,0,1,81.1,1,2,,1
0,5200,91250,110000,HomeImp,Office,24,0,0,123.76666667,1,12,,1
0,5200,16324,45187,HomeImp,Self,,0,0,221.11808171,0,11,42.712093844,2
1,5200,40564,39527,HomeImp,Other,0,0,0,157.77103572,1,13,72.670433313,1
0,5300,,49396,HomeImp,,0,0,0,,0,0,12.043670576,4
0,5300,44993,50673,HomeImp,Office,7,,,184.74276716,,18,27.906122726,4
1,5300,51000,64000,HomeImp,Mgr,10,1,0,98.333333333,0,12,,1
0,5300,75958,91703,DebtCon,Other,0,0,0,124.1821788,1,10,34.599060194,1
0,5300,47449,63895,HomeImp,Office,19,0,0,208.16271401,0,20,19.762113701,4
0,5300,50934,62957,HomeImp,Office,21,0,0,197.24195728,0,20,19.350505633,3
0,5400,53429,64505,DebtCon,,5,,0,69.542430107,,16,36.480236299,1
0,5400,,65474,HomeImp,Office,1,0,0,40.709849004,0,4,37.848771035,1
0,5400,86922,119846,HomeImp,ProfExe,5,0,0,185.07634726,1,28,26.354889295,3
0,5400,68625,82304,DebtCon,Sales,2,0,0,136.63294416,0,30,32.05002349,2
0,5400,65814,85848,HomeImp,Other,4,0,0,122.9402886,0,15,44.092325682,1
0,5400,,75254,,,,,,,,,23.163742947,3
0,5500,,35402,HomeImp,,,,,,,,35.272073735,1
0,5500,87765,101053,DebtCon,ProfExe,22,0,0,55.558049044,2,13,31.375542416,2
0,5500,52897,65054,HomeImp,Office,20,0,0,189.29531847,0,19,20.654128896,4
1,5500,24700,35675,DebtCon,Other,1,0,3,153.93333333,3,27,,1
1,5500,,13770,HomeImp,Mgr,5,0,1,167.36666667,1,8,,2
0,5500,93051,115374,HomeImp,ProfExe,6,0,0,187.02051879,1,27,27.646748505,3
0,5500,87438,116679,HomeImp,ProfExe,6,0,0,186.42441602,1,27,28.417530896,3
0,5500,78059,78179,DebtCon,,5,,,,,,20.679313582,4
1,5500,37368,48502,HomeImp,Mgr,9,0,2,48.995845002,0,10,33.126483967,1
0,5500,,66251,HomeImp,Office,1,0,0,43.722336946,0,3,41.452043532,4
0,5500,71644,72696,HomeImp,Sales,4,2,0,150.86584513,0,22,40.442567785,1
1,5500,85845,122205,DebtCon,ProfExe,5,0,0,172.21327665,1,26,32.676640875,1
0,5600,76407,77485,HomeImp,Other,9,0,0,91.683770634,0,24,37.773350976,1
1,5600,5000,66700,HomeImp,Other,31,1,1,204.06666667,0,11,,1
1,5600,55160,86800,HomeImp,Other,3,1,1,148.13333333,1,14,,2
0,5600,41439,53893,HomeImp,Office,8,,,181.32298993,,19,24.651395744,3
0,5700,49514,58249,HomeImp,Office,21,0,0,212.53911509,0,21,21.258026878,3
0,5700,76948,85753,HomeImp,Other,7,0,0,128.47645151,0,25,37.85968784,2
0,5700,28127,36524,HomeImp,ProfExe,10,0,0,181.28295679,0,13,24.339533569,4
0,5700,,68591,HomeImp,Office,0,0,0,69.645660473,0,4,41.185039558,1
1,5700,58400,75000,HomeImp,ProfExe,4,0,0,177.5,2,26,,2
1,5700,80437,109647,HomeImp,ProfExe,9.5,0,0,104.4,0,14,,2
1,5700,77213,92661,DebtCon,Sales,0,0,0,97.133170952,1,16,41.777888631,1
0,5700,62319,82923,HomeImp,Other,4,0,0,117.6739652,0,15,42.464866285,2
0,5700,28116,33450,DebtCon,Other,0,1,0,15.396587392,9,7,30.017013296,4
0,5700,,64910,,,,,,,,,33.850461221,1
0,5700,,69172,HomeImp,Office,1,0,0,48.853667057,0,3,38.773685963,1
0,5800,,36385,HomeImp,Other,2,0,0,266.55339438,1,25,43.309764541,1
1,5800,27791,46833,DebtCon,Mgr,3,0,0,83.289062746,1,13,30.187805389,3
0,5800,172595,250155,DebtCon,Sales,,0,0,126.40098356,0,21,43.20775979,2
0,5800,,34704,HomeImp,,,,,,,,34.174055545,1
0,5800,,73804,HomeImp,Office,1,0,0,71.766557161,0,4,41.287423388,4
1,5900,,33100,HomeImp,Other,,0,0,238.6,1,2,,2
0,5900,,51189,HomeImp,,1,0,0,,0,0,12.749180645,3
0,5900,82912,91175,DebtCon,ProfExe,2,,,,,,27.595273523,3
1,5900,25972,41856,DebtCon,Other,2,0,2,157.96001139,3,27,40.628278175,2
0,6000,,69492,,,,,,,,,32.977197226,1
0,6000,95232,115977,HomeImp,Office,22,0,0,149.0229081,1,12,37.954336913,1
1,6000,47625,85925,HomeImp,Office,0.1,2,1,154.13333333,4,26,,1
1,6000,24600,30500,HomeImp,Other,4.5,0,1,116.1,8,34,,4
1,6000,42000,58305,DebtCon,Other,19,0,0,90,2,13,,2
1,6000,32446,54904,HomeImp,Other,2,0,0,51.733333333,1,9,,1
1,6000,9660,35900,DebtCon,Other,8,0,1,136.3,3,6,,2
1,6000,22859,32200,DebtCon,Other,4,0,0,83.333333333,3,20,,1
0,6000,53500,64790,DebtCon,Other,0.1,0,2,105.4,3,18,,1
0,6000,69876,94394.07,HomeImp,Other,0,0,1,179.56666667,0,32,,2
0,6000,51000,86125,HomeImp,ProfExe,6,0,0,222.16666667,2,24,,1
0,6000,53227,68700,HomeImp,Mgr,3,0,2,122.73333333,0,23,,1
1,6000,18793,27750,HomeImp,Mgr,6,0,3,119.7,0,8,,2
1,6000,179397,200000,DebtCon,ProfExe,5,6,0,90.3,6,29,,1
1,6000,,95500,HomeImp,Mgr,6,1,2,129.9,1,22,,1
0,6000,79046,103048,HomeImp,Other,0,0,0,181.69653802,0,32,37.289989924,2
0,6100,48500,62500,DebtCon,Mgr,7,,4,111.3,2,11,,4
0,6100,,47400,,,,,,,,,,2
0,6100,91704,114799,HomeImp,Office,22,0,0,129.25008957,1,12,36.746766237,1
0,6100,47604,54966,HomeImp,Other,5,0,0,70.69532973,0,18,24.76674453,3
0,6100,68743,65321,HomeImp,Sales,3,1,0,153.0667831,0,22,40.15052706,2
0,6100,79636,87276,HomeImp,Other,20,0,0,350.43613755,0,47,28.848276581,3
0,6100,,46830,HomeImp,,0,0,1,,0,0,13.306013076,1
0,6100,78753,95433,DebtCon,ProfExe,0,,,,,,28.925117417,4
0,6200,,33909,HomeImp,,,,,,,,34.517404516,1
0,6200,46601,59486,HomeImp,Other,5,0,0,84.63211066,0,18,25.35001036,3
0,6200,60354,87596,HomeImp,ProfExe,5,0,0,210.17306467,2,23,34.054811237,1
0,6200,45356,82054,DebtCon,,2,0,0,201.33448747,4,29,29.661710162,3
1,6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,,4
0,6200,70793,71552,HomeImp,Sales,3,2,0,162.94515692,0,23,40.315396587,4
0,6200,73881,98550,HomeImp,Other,0,0,1,182.8787798,0,31,37.19944569,1
0,6200,45787,64854,DebtCon,,4,,1,63.117023228,,16,36.538747338,4
0,6200,75623,89634,HomeImp,Other,24,0,0,324.68682941,0,47,28.285532103,3
0,6200,45564,61956,HomeImp,Other,2,0,,101.16706032,,13,38.675140153,1
0,6300,99469,116260,HomeImp,Office,23,0,0,124.74559549,1,12,35.642270107,1
0,6300,55000,69000,DebtCon,ProfExe,13,0,0,130.06666667,0,20,,1
0,6300,78724,80355,HomeImp,Other,24,0,0,335.07414261,1,46,31.177261304,2
1,6300,59793,98314,DebtCon,Self,2.2,0,0,120.73333333,0,8,,2
1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,,4
0,6300,45582,89005,DebtCon,,2,0,0,209.35804693,4,30,29.595955514,3
0,6300,79667,96988,DebtCon,ProfExe,1,,,,,,29.835960721,3
1,6300,12476,32559,HomeImp,Office,12,3,6,227.12990511,0,23,23.31951678,1
0,6300,69357,73726,HomeImp,Sales,3,2,0,163.28393319,1,22,42.407814245,2
0,6300,26655,29792,DebtCon,Other,1,1,0,12.759267447,10,6,28.36185178,4
0,6400,47251,58157,HomeImp,Other,0,0,,104.79246836,,13,36.416886965,1
0,6400,53476,70157,DebtCon,ProfExe,7,0,3,164.31540986,1,30,21.137981572,1
0,6400,81116,86148,HomeImp,ProfExe,8,0,0,262.17542613,0,11,42.068268179,2
0,6400,17491,63614,HomeImp,Office,23,0,0,325.29930871,0,12,40.244404369,1
0,6400,70035,78635,DebtCon,Sales,3,0,0,147.07716353,0,31,31.206129763,2
0,6400,39687,51666,HomeImp,Office,9,,,177.59135402,,19,26.1209597,3
0,6400,51436,91284,DebtCon,,4,0,0,209.64289843,2,30,31.971971208,1
0,6400,44968,62747,HomeImp,Other,0,1,,101.39144532,,12,36.602947343,2
0,6500,47949,53102,HomeImp,Office,9,,,180.84124987,,19,27.839006664,4
0,6500,,37448,HomeImp,Other,,,,333.23089989,,11,29.011980578,3
1,6500,60054,70434,HomeImp,Other,1,0,0,127.06270157,2,21,37.800352933,1
0,6500,80739,97630,DebtCon,ProfExe,1,,,,,,30.531264536,1
0,6500,51724,87770,DebtCon,,4,0,0,209.32631158,4,29,30.343448604,2
1,6500,13600,,HomeImp,Other,14,2,5,115.36666667,1,16,,1
1,6500,48000,61000,DebtCon,Other,1,1,0,97.299756098,6,38,,1
1,6500,65000,80400,DebtCon,Other,15,0,0,224.86666667,0,13,,2
0,6500,60000,70000,DebtCon,ProfExe,9,0,0,54.766666667,2,24,,2
0,6500,70300,107500,DebtCon,Office,1,0,0,242.46666667,1,38,,2
1,6500,96314,105800,HomeImp,ProfExe,27,0,0,475.8,2,40,,3
0,6500,81145,117530,HomeImp,Office,29,0,0,327.20063852,1,38,34.345837692,4
0,6600,62380,89742,HomeImp,Office,31,0,0,232.52729073,0,16,26.160494887,4
0,6600,74376,84855,DebtCon,,3,,,,,,20.028353505,3
0,6600,,48800,HomeImp,,0,0,0,,0,0,12.219436152,4
0,6600,68733,81973,HomeImp,Other,5,0,0,96.977667199,0,14,42.211046784,1
0,6600,98415,126636,HomeImp,Other,11,,,423.20962409,2,49,40.957090317,4
0,6700,,55396,,,,,,,,,15.703991562,4
0,6700,55113,56486,HomeImp,Other,4,0,0,84.417030462,0,17,23.642853829,4
1,6700,60301,70543,HomeImp,ProfExe,5,0,0,195.78086332,0,19,32.397593406,2
1,6700,27510,42495,DebtCon,Other,2,0,2,171.52648922,3,27,41.428597508,2
1,6700,,81239,HomeImp,Other,19,,,,,,40.894931701,1
0,6700,69773,83014,HomeImp,Other,0,1,0,263.17343429,0,5,37.70699649,1
0,6700,51855,58084,HomeImp,Office,21,0,0,193.75474567,0,19,19.549571698,4
1,6700,,20631,HomeImp,Mgr,4,0,0,174.72183413,1,8,62.246451123,1
0,6700,54161,59714,HomeImp,Office,20,0,0,209.20630035,0,20,20.203517707,4
0,6700,134616,155034,HomeImp,ProfExe,13,1,0,215.42240638,0,19,19.493871984,4
0,6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.885093499,4
0,6800,139578,154602,HomeImp,ProfExe,12,0,0,201.96083432,0,18,22.325828788,3
0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.30323511,0,22,27.118653527,1
0,6800,76074,88178,HomeImp,Other,22,0,0,341.46505556,0,46,27.523246143,4
1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.26666667,2,26,,2
0,6800,178559,247611,DebtCon,Sales,,0,0,127.23414105,0,22,42.083901678,2
0,6800,,72310,HomeImp,Office,1,0,0,48.818836477,0,3,40.787393229,1
0,6800,71666,99913,HomeImp,Other,0,0,1,196.46499893,0,31,35.761604731,1
0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.70048215,0,23,39.107501643,4
1,6900,53328,58088,DebtCon,Sales,2,0,0,101.5319079,0,21,35.764058362,1
1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,,1
1,6900,57257,63752,DebtCon,Other,10,2,0,138.23477796,0,22,38.372460882,1
1,6900,37055,83000,HomeImp,Sales,1,0,0,122.26666667,2,43,,1
0,6900,50387,68443,DebtCon,Mgr,7,,3,105.82732904,2,10,40.717668846,1
0,6900,49932,66042,HomeImp,Office,20,0,0,204.48458275,0,19,21.855494126,4
0,6900,51384,84689,DebtCon,,4,0,0,224.2470369,3,29,30.526150723,1
0,6900,,36191,HomeImp,Other,,,,311.86989931,,12,30.790620774,1
0,7000,,47462,HomeImp,Other,,,,102.6573271,,9,36.094071425,4
0,7000,78284,98214,HomeImp,Other,0,0,1,171.83838617,0,31,36.247963031,2
0,7000,58128,93740,HomeImp,ProfExe,5,0,0,213.36302767,2,24,34.475301929,1
0,7000,81335,81018,HomeImp,Other,22,0,0,341.61057605,1,47,27.767299768,4
1,7000,142251,157250,HomeImp,Other,5,0,0,87.833333333,4,21,,3
1,7000,19894,32500,DebtCon,Other,4,0,0,134.7,1,16,,1
1,7000,27290,63500,HomeImp,Office,6,,,,,,,1
1,7000,18000,46520,HomeImp,Office,17,0,1,183.1,0,23,,2
0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.66666667,0,7,,1
0,7000,7000,31200,DebtCon,Other,5,0,0,265.06666667,0,12,,2
0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,,2
0,7000,5768,26600,,,,,,,,,,1
1,7000,53194,81150,HomeImp,ProfExe,14,7,0,183.63333333,2,28,,1
1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,,1
1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,,1
1,7000,38800,53500,HomeImp,ProfExe,15,0,0,96.366666667,0,18,,1
1,7000,64300,119500,HomeImp,Other,1,1,0,54.833333333,0,8,,2
0,7000,64255,68389,HomeImp,Other,4,0,0,80.152430908,2,19,40.561860543,1
1,7000,,96783,HomeImp,Other,20,,,,,,40.730315337,1
0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.98629953,0,18,21.917952264,4
1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,,1
0,7100,,74753,HomeImp,Office,2,0,0,48.854644654,0,4,41.302546904,3
0,7100,98490,114457,HomeImp,Office,23,0,0,116.10008714,0,11,35.601894251,2
0,7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,,1
0,7100,58639,72412,DebtCon,ProfExe,14,0,0,120.03346455,0,20,43.678746661,2
0,7100,57863,70969,DebtCon,Other,0,0,0,65.872044812,7,21,26.829490191,3
0,7100,64850,76985,HomeImp,Other,0,0,0,108.21718977,0,7,36.337557557,2
0,7100,53273,54378,HomeImp,Other,5,0,0,84.837249966,0,17,22.861199646,4
0,7200,98691,115750,HomeImp,Office,22,0,0,118.00014232,0,11,37.72035861,1
0,7200,79946,113807,DebtCon,Office,1,0,0,238.45882498,0,37,18.617288691,3
0,7200,36264,48240,DebtCon,Other,15,0,0,82.166666667,0,12,,1
1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,,1
0,7200,,74610,HomeImp,Office,1,0,0,40.182134821,0,3,37.941253769,2
0,7200,71667,117325,DebtCon,Office,0,0,1,241.05607809,1,38,18.510551331,1
1,7200,,76723,HomeImp,Other,10,0,0,70.193890188,0,11,41.250706258,1
0,7200,71509,86484,DebtCon,,4,,,,,,20.099049784,3
1,7300,28500,42050,HomeImp,Other,3,,,,,,,1
1,7300,60971.32,77375,DebtCon,Other,2,,,,,,,1
0,7300,131000,197500,DebtCon,ProfExe,1.5,0,0,68.033333333,2,23,,1
0,7300,55456,86766,HomeImp,ProfExe,6,0,0,240.05677145,2,23,31.724698502,1
0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.424760757,2,22,36.812290634,2
0,7400,32832,50798,DebtCon,Other,10,0,0,221.3384208,1,31,36.009421486,2
0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.201999612,3
1,7400,2063,100448,HomeImp,Other,,0,0,96.133333333,0,14,,1
0,7400,75547,93839,DebtCon,ProfExe,0,,,,,,28.161831853,3
0,7400,48924,86612,DebtCon,,4,0,0,207.76841442,4,30,29.937917829,4
0,7400,73985,114849,DebtCon,Office,0,0,0,238.58630343,1,38,18.421369855,4
0,7400,,54138,HomeImp,,1,0,0,,0,0,12.219679961,4
0,7400,65032,83184,HomeImp,Other,15,0,0,230.42025592,1,35,35.415112916,2
0,7400,72739,91425,DebtCon,ProfExe,3.5,0,0,128.83333333,0,26,,1
0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.94708254,1,24,37.908750185,1
1,7500,,51610,HomeImp,ProfExe,4,0,3,158.26666667,2,18,,1
0,7500,63573,80601,HomeImp,Other,4,0,0,111.43518985,0,14,41.773446616,2
1,7500,32070,36811,DebtCon,Other,1,1,0,228.03600011,0,6,30.162214113,3
0,7500,44744,60518,DebtCon,,6,,0,79.411229994,,16,34.397441727,2
0,7500,,49804,,,,,,,,,12.391235037,4
0,7500,11358,36892,DebtCon,Other,5,0,0,286.9228238,0,11,23.06292573,3
1,7500,59000,72000,HomeImp,Office,5,0,3,295.86666667,0,19,,2
1,7500,,,HomeImp,Other,21,,,158.9,1,21,,1
1,7500,35945,49750,HomeImp,Other,3,0,0,122.06666667,0,23,,1
1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.13333333,1,18,,2
1,7500,,40150,HomeImp,Other,5,0,0,,1,0,,2
1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,,1
1,7500,60000,87830,HomeImp,Other,5,0,0,153.26666667,2,16,,1
0,7500,49100,85650,HomeImp,Other,18,0,0,178.33466667,0,29,,1
1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,,1
1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,,1
1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,,1
0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.29208976,0,17,24.091770363,3
0,7500,60192,76475,DebtCon,ProfExe,8,0,0,60.503625209,2,24,39.280512379,1
0,7500,57213,92458,HomeImp,Office,28,0,0,243.15711917,1,16,23.992353351,4
1,7500,50000,80000,HomeImp,Other,9,,5,299.56666667,2,18,,1
0,7600,58622,77726,HomeImp,Other,15,0,0,249.63376067,2,36,34.882066439,2
0,7600,,28593,HomeImp,Office,20,0,0,180.16893732,0,16,35.583403169,2
0,7600,49926,58588,DebtCon,,5,,1,64.660106948,,16,35.051896774,1
