BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Period
0,13200,70069,88303,DebtCon,Other,3,0,0,240.8560165,2,25,29.06412827,3
0,13200,77241,112904,DebtCon,Other,5,0,0,68.549045013,2,14,34.535243721,3
0,13300,76663,96022,DebtCon,ProfExe,10,2,0,180.0294503,1,30,27.045006761,3
0,13300,,72583,,,1,0,0,,0,0,3.7204214203,3
0,13300,,27136,HomeImp,,27,0,0,210.99697546,1,4,23.807147729,3
0,13300,66502,78138,DebtCon,Other,4,0,0,178.1121065,1,16,33.795091238,3
1,13300,25698,58760,HomeImp,Self,15,0,0,147.91098236,1,10,30.962076653,3
0,13400,102700,121216,DebtCon,,3,0,0,124.56401792,1,25,34.95327869,3
0,13400,51225,69361,DebtCon,Other,0,0,0,261.18963685,0,21,28.953067713,3
0,13400,69612,87728,DebtCon,Other,3,,,165.03026745,,35,30.444839071,3
0,13500,63150,77787,,Other,10,0,0,258.62150111,0,27,29.330142054,3
0,13500,44586,73764,DebtCon,Other,2,0,0,263.93117074,0,21,29.96620202,3
0,13600,66754,80156,DebtCon,Other,5,0,0,238.62182004,3,26,31.552706969,3
0,13600,55864,87500,DebtCon,ProfExe,9,0,0,193.76666667,0,20,,3
0,13600,101377,131079,HomeImp,ProfExe,10,0,0,174.34778761,2,32,27.969137978,3
0,13700,35825,66612,DebtCon,Office,22,0,0,231.9014789,2,29,26.702473442,3
0,13700,12577,41075,DebtCon,Mgr,7,0,0,133.54201413,0,10,22.964772727,3
0,13700,60623,83979,HomeImp,Other,,0,0,308.10854035,0,20,29.482527873,3
0,13800,31974,44417,HomeImp,Other,7,0,0,76.933122961,1,12,30.422429425,3
0,13800,21711,32357,DebtCon,Office,7,0,0,105.66623421,0,17,20.333155595,3
0,13900,96326,144668,HomeImp,ProfExe,15,0,0,142.03790337,5,21,34.122753508,3
0,13900,68876,90813,HomeImp,Other,,0,0,284.49690358,0,19,31.164149986,3
0,13900,80836,93912,DebtCon,Other,5,2,0,69.268409144,0,20,23.916346606,3
0,13900,50415,68166,DebtCon,Other,10,0,0,235.68096702,0,17,33.770037533,3
0,13900,33403,69878,DebtCon,ProfExe,8,0,0,259.81328323,1,16,23.735216156,3
0,14000,51721,61193,DebtCon,Other,0,0,0,186.99935879,2,12,25.81001106,3
0,14000,83645,101615,HomeImp,ProfExe,5,0,0,116.33768431,0,26,28.296734839,3
0,14000,32000,48500,DebtCon,ProfExe,4,0,0,255.66666667,1,35,,3
0,14000,46541,64338,DebtCon,Other,0,0,0,204.40944332,1,12,28.364798507,3
0,14100,79345,135554,DebtCon,ProfExe,15,0,0,301.56399129,0,19,29.17813328,3
0,14100,65994,80037,DebtCon,,8,,,,,,27.735204056,3
0,14200,46320,62044,DebtCon,Other,6,0,0,106.98389551,2,49,29.057908417,3
0,14200,64235,76965,DebtCon,,9,,,,,,24.835957923,3
0,14300,,29115,DebtCon,Other,14,,,82.066405167,2,7,32.76978633,3
0,14300,80299,123339,,,,,,,,,35.311170918,3
0,14400,34291,68444,DebtCon,ProfExe,6,0,0,262.07916362,1,15,21.981066452,3
0,14400,111914,142105,DebtCon,ProfExe,3,0,0,284.51696603,1,46,32.911384663,3
0,14500,71511,88632,DebtCon,Other,9,0,0,85.748149115,2,11,31.547811669,3
0,14500,,30625,DebtCon,Other,11,,,89.856577087,2,9,33.474513805,3
0,14500,41911,54985,DebtCon,ProfExe,4,0,0,254.66452576,0,35,38.724679607,3
0,14600,54040,66442,DebtCon,Other,6,0,0,237.59925433,0,18,34.883435314,3
0,14600,,66776,,,8,0,0,118.97606272,0,14,25.963060686,3
1,14700,51829,69136,DebtCon,Other,14,0,0,169.98530778,0,18,35.635393849,3
0,14700,76931,94245,DebtCon,Other,5,3,0,78.687519875,0,21,25.430314939,3
0,14700,82967,114835,,,,,,,,,34.478073974,3
0,14800,90722,105695,DebtCon,Office,31,,0,321.40837406,2,50,35.240741305,3
0,14800,53738,66258,DebtCon,Other,7,0,0,240.86344144,0,17,34.532496085,3
0,14900,65303,84590,DebtCon,Office,6,0,0,121.06495368,1,19,22.576823939,3
0,14900,101179,117405,HomeImp,Office,2,0,0,133.93050973,1,22,35.547407219,3
0,14900,89872,118027,DebtCon,ProfExe,0,1,1,155.44545292,1,34,33.135696766,3
0,14900,22245,31531,DebtCon,Office,7,0,0,91.074218176,0,16,21.620580277,3
0,14900,36120,57095,DebtCon,ProfExe,4,0,0,239.02367545,1,35,38.171623527,3
0,15000,80988,97404,DebtCon,ProfExe,10,3,0,188.50167197,1,30,26.5682704,3
0,15000,18000,163580,HomeImp,Self,7,0,0,304.36666667,0,27,,3
0,15000,116000,202800,DebtCon,Other,3.5,0,0,202.96666667,0,17,,3
1,15000,116400,146450,DebtCon,Other,17.5,0,1,255.66666667,1,29,,3
0,15000,46867,67529,DebtCon,Other,7,0,0,133.78758095,3,48,31.486460831,3
0,15100,68043,80686,DebtCon,Office,4,0,0,119.67249086,1,20,21.418227456,3
0,15100,60264,87110,HomeImp,ProfExe,5,0,0,111.39938495,0,13,26.062043252,3
0,15100,127045,163833,DebtCon,Office,4,0,0,135.97527671,0,21,25.861812336,3
0,15100,39679,62674,DebtCon,,5,1,0,95.599100855,1,9,28.505590561,3
0,15200,59544,86360,HomeImp,ProfExe,5,0,0,120.13670832,0,12,27.616333832,3
0,15200,87116,105971,HomeImp,Other,21,0,0,147.94667979,4,24,27.961550213,3
0,15200,85303,131022,DebtCon,ProfExe,14,0,0,295.49573298,0,18,29.609920041,3
0,15200,49428,62696,DebtCon,Mgr,27,0,0,265.39531284,1,16,38.500796453,3
0,15200,,67103,,,1,0,0,,0,0,3.6889584957,3
0,15200,142766,177998,DebtCon,Mgr,12,0,0,260.38343907,0,21,27.533272218,3
0,15200,102699,121925,HomeImp,Office,2,0,0,155.92014866,0,22,36.745639039,3
0,15200,64028,95482,DebtCon,Office,2,0,0,174.16439552,0,24,24.861603531,3
0,15300,65298,94301,DebtCon,Office,1,0,0,150.49986791,4,19,31.35764214,3
0,15300,,92320,DebtCon,Office,28,0,0,325.99844856,0,15,15.335560256,3
0,15400,48275,69427,DebtCon,ProfExe,17,0,0,202.54621956,0,15,23.160040592,3
0,15400,32855,69663,DebtCon,ProfExe,7,0,0,256.2275509,1,16,23.3103728,3
0,15400,25822,43334,,Office,1,0,0,211.01664194,0,15,40.529405126,3
0,15400,104451,119195,DebtCon,Office,5,0,0,264.76165219,0,34,29.963272776,3
0,15400,73793,86176,DebtCon,Other,2,1,0,229.36937607,3,26,30.958519988,3
0,15500,71412,93723,DebtCon,Mgr,19,0,0,238.50131586,11,24,35.965898215,3
0,15500,17727,39746,,Office,1,0,0,204.09586981,0,16,40.660186443,3
0,15600,102881,117868,DebtCon,Other,11,0,0,287.44113086,2,19,31.759876787,3
0,15600,104458,137583,DebtCon,Other,1,0,0,280.78980103,0,46,41.23523649,3
0,15600,75701,106389,DebtCon,ProfExe,0,0,0,278.68039442,2,21,40.108259064,3
0,15600,51990,141518,DebtCon,Other,1,0,0,272.5030662,3,43,39.301823191,3
0,15700,122646,204282,DebtCon,Other,2,0,0,201.92370782,0,17,26.31831366,3
0,15700,74587,93180,DebtCon,Mgr,19,0,0,263.15916331,10,24,35.404414526,3
0,15700,83830,122719,,,,,,,,,35.165146151,3
0,15800,,30395,DebtCon,Other,12,,,85.274033545,2,8,33.565263987,3
0,15800,51163,157644,DebtCon,ProfExe,19,0,0,239.22478943,0,28,20.747520522,3
0,15800,20665,43790,DebtCon,Mgr,8,0,0,108.41393655,0,11,22.826892443,3
0,15800,46716,60231,DebtCon,Other,3,0,0,191.32373689,0,13,28.053604481,3
0,15900,101412,119751,DebtCon,Other,9,0,0,299.95309804,2,18,30.1768704,3
0,15900,69548,89775,DebtCon,Other,1,0,0,230.67308026,2,25,30.108317431,3
0,15900,68079,90212,HomeImp,Other,,0,0,304.24475509,0,19,30.422003881,3
0,15900,16744,52234,DebtCon,ProfExe,3,0,0,288.41594954,0,16,17.452227433,3
0,16000,71861,95315,HomeImp,ProfExe,24,0,0,241.41251498,1,23,35.474773102,3
0,16000,96000,160050,,Other,,1,,260.76666667,,24,,3
0,16000,71670,84124,DebtCon,Other,10,0,0,81.596128837,3,12,32.948898967,3
0,16000,65901,85627,DebtCon,Office,5,0,0,117.35703247,0,20,21.445341417,3
0,16100,63798,91045,HomeImp,Other,,0,0,298.21073119,0,19,30.961645128,3
0,16100,63152,85097,DebtCon,Office,5,0,0,102.40089779,1,20,24.175532914,3
1,16100,61712,82649,DebtCon,Other,12,0,0,94.645123603,0,9,27.548831204,3
0,16100,54715,71673,DebtCon,Office,1,0,0,186.21582869,0,25,29.670506363,3
0,16100,49244,65523,HomeImp,Office,2,0,0,110.21989337,0,17,31.001523706,3
0,16100,26276,168105,HomeImp,Self,7,0,0,336.19846451,0,26,25.991819945,3
0,16100,68905,91572,DebtCon,Office,3,0,0,165.45712458,0,25,24.920119989,3
0,16200,43794,69458,HomeImp,Office,2,0,0,140.50291634,0,18,31.109528667,3
0,16200,87248,116407,DebtCon,Other,20,0,0,270.0076812,1,16,24.543268816,3
0,16200,70703,87682,DebtCon,Other,10,0,0,87.211328556,3,10,31.379268837,3
0,16200,96049,129091,DebtCon,Mgr,5,,,251.16089383,3,42,36.692167907,3
0,16200,76211,104348,DebtCon,Other,0,0,0,141.04682436,1,18,33.334411917,3
0,16300,71510,89756,DebtCon,Other,2,0,0,193.13589022,0,30,31.413585832,3
0,16300,66038,98585,DebtCon,Office,1,0,0,162.0654119,3,19,32.75346067,3
0,16400,71264,94726,DebtCon,Other,1,0,0,177.2573424,1,31,35.034481355,3
0,16400,119879,128546,DebtCon,,16,0,0,182.99738116,0,17,40.850886838,3
0,16400,86623,124048,,,,,,,,,35.810769362,3
