BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Period
0,7100,64850,76985,HomeImp,Other,0,0,0,108.21718977,0,7,36.337557557,2
0,7200,,74610,HomeImp,Office,1,0,0,40.182134821,0,3,37.941253769,2
0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.424760757,2,22,36.812290634,2
0,7400,32832,50798,DebtCon,Other,10,0,0,221.3384208,1,31,36.009421486,2
0,7400,65032,83184,HomeImp,Other,15,0,0,230.42025592,1,35,35.415112916,2
0,7500,63573,80601,HomeImp,Other,4,0,0,111.43518985,0,14,41.773446616,2
0,7500,44744,60518,DebtCon,,6,,0,79.411229994,,16,34.397441727,2
1,7500,59000,72000,HomeImp,Office,5,0,3,295.86666667,0,19,,2
1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.13333333,1,18,,2
1,7500,,40150,HomeImp,Other,5,0,0,,1,0,,2
0,7600,58622,77726,HomeImp,Other,15,0,0,249.63376067,2,36,34.882066439,2
0,7600,,28593,HomeImp,Office,20,0,0,180.16893732,0,16,35.583403169,2
0,7600,80900,99525,DebtCon,ProfExe,2,0,0,135.64019635,0,26,34.777089425,2
0,7700,35100,45000,DebtCon,Office,10,0,0,206.96666667,1,23,,2
0,7800,44000,57500,DebtCon,Other,11,0,0,95.366666667,0,23,,2
0,7800,69662,80498,HomeImp,Other,4,0,0,100.42833098,0,14,42.807341953,2
0,7800,55394,63567,DebtCon,Other,23,0,0,262.01435765,2,29,38.983938486,2
0,7800,109000,123500,DebtCon,Self,6,0,1,174.46666667,0,19,,2
0,7900,42400,53000,DebtCon,Other,2,0,1,95.366666667,0,20,,2
0,7900,78532,122952,HomeImp,Office,29,0,0,332.64504738,1,37,35.311552628,2
1,8000,28000,41950,DebtCon,Office,2,0,0,103.4,1,20,,2
1,8000,47823,63000,DebtCon,Other,5,0,0,53.666666667,2,18,,2
1,8000,61000,90450,HomeImp,Other,4,2,1,139.86666667,0,9,,2
1,8000,47306,68350,HomeImp,Other,9,0,0,82.633333333,0,20,,2
0,8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,,2
0,8000,,68572,HomeImp,Office,1,0,0,53.935137714,0,4,37.703911499,2
0,8100,54841,71400,DebtCon,Office,6,0,0,89.233333333,2,15,,2
0,8200,,50061,HomeImp,Other,10,0,0,296.9016386,1,13,33.632136517,2
0,8200,101230,120087,HomeImp,Other,9,,,419.27296549,1,49,40.558271494,2
0,8200,72986,87621,DebtCon,Office,14,0,1,86.545727017,0,9,24.697430423,2
0,8200,80989,105080,DebtCon,Mgr,1,0,0,81.354795297,1,24,38.4757705,2
0,8300,47000,78320,HomeImp,Other,18,0,0,195.83333333,1,17,,2
1,8300,,47244,HomeImp,Other,6,,,,,,,2
0,8400,75912,95329,DebtCon,Mgr,18,0,1,294.16422462,0,24,38.641804544,2
0,8500,54000,62533,DebtCon,Other,4,0,1,313.46666667,0,10,,2
0,8500,49266,64461,DebtCon,Other,22,0,0,264.40802314,3,29,37.976757922,2
0,8500,,27873,HomeImp,Office,21,0,0,190.06187015,0,15,38.375406098,2
1,8500,29383,45900,DebtCon,ProfExe,8,0,0,122.13333333,0,22,,2
0,8500,20959,62956,HomeImp,Office,20,0,0,315.70739138,1,13,41.077590657,2
0,8600,58846,72733,DebtCon,ProfExe,14,0,0,233.17160046,3,32,39.775087851,2
1,8700,62600,77600,DebtCon,Other,0.5,1,0,351.03333333,3,13,,2
0,8700,77930,80164,HomeImp,Other,20,0,0,350.52840986,1,47,29.6623601,2
0,8800,26607,39710,HomeImp,Office,0,0,0,104.69282515,1,30,38.326728213,2
0,8800,101717,122299,HomeImp,Other,11,,,402.74048173,1,49,38.421427581,2
1,8900,60782,100000,HomeImp,ProfExe,14,0,8,129.86666667,0,36,,2
1,8900,72581,90585,DebtCon,Office,18,1,1,207.96666667,0,30,,2
0,8900,77261,96434,DebtCon,ProfExe,3,0,0,144.03700388,0,26,33.908465844,2
0,9000,51091,68264,DebtCon,Other,22,0,0,277.7556619,2,29,39.387317549,2
0,9000,93521,126024,HomeImp,Other,9,,,411.75308126,1,49,41.664281039,2
0,9000,50400,65000,DebtCon,Mgr,6,,,117.6,,24,,2
1,9000,32539,65440,HomeImp,Office,5,,,,,,42.368944329,2
1,9100,78369,92000,DebtCon,Sales,0.2,0,0,180.83333333,3,35,,2
0,9100,78210,86558,DebtCon,Mgr,8,0,0,92.111504281,0,23,28.167074697,2
0,9100,59430,76897,HomeImp,Other,5,0,1,246.09510911,1,16,37.470923376,2
0,9200,46707,60000,DebtCon,Mgr,4,0,0,192.8,2,17,,2
1,9200,64900,78000,DebtCon,Mgr,10,0,0,122.76666667,2,24,,2
1,9200,70715,85000,DebtCon,Office,26,0,0,143.06666667,2,23,,2
0,9300,,45906,HomeImp,Other,,,,92.821714236,,9,36.141276164,2
0,9300,46466,57182,DebtCon,Other,2,0,0,100.05186621,0,20,38.444317985,2
0,9300,54088,66961,DebtCon,Other,22,0,0,278.1604735,3,28,40.82354171,2
0,9400,26700,40150,HomeImp,Other,9,0,0,80.166666667,0,4,,2
0,9400,,30455,HomeImp,Office,18,0,0,194.61421604,0,16,39.000064863,2
0,9500,28750,42408,HomeImp,Office,0,0,0,115.5749709,1,30,39.050394794,2
0,9500,35019,52710,DebtCon,Other,12,0,0,241.58177936,0,31,38.208667839,2
0,9500,79479,88772,DebtCon,ProfExe,8,0,0,189.58907467,0,12,37.95298991,2
0,9600,,68324,HomeImp,Other,,0,0,356.45017827,0,6,36.554268317,2
0,9700,53527,58605,DebtCon,Office,4,0,0,75.584542581,3,12,36.709538909,2
1,9700,55986,73000,DebtCon,Other,2.5,0,1,207.16666667,2,29,,2
0,9700,5801,58305,HomeImp,Other,8,2,1,352.96666667,1,22,,2
0,9700,44652,63232,DebtCon,Other,9,0,0,102.16551363,0,22,37.034875874,2
0,9700,59633,70398,HomeImp,Other,4,0,0,239.03820584,1,16,38.867248989,2
0,9800,54861,71138,HomeImp,Other,4,0,0,258.33461797,2,16,36.035712866,2
0,9800,79767,93525,DebtCon,Other,0,4,0,,0,4,31.290118994,2
0,9900,60488,75507,HomeImp,Other,3,0,0,239.43363997,1,17,38.473075274,2
0,9900,52800,66000,HomeImp,Other,29,1,3,188.93333333,1,24,,2
1,9900,21400,36600,DebtCon,Self,2,0,0,154.2,2,26,,2
1,10000,48300,74600,,Other,14,0,1,179.1,2,31,,2
1,10000,28000,73250,HomeImp,Other,2,0,0,28.966666667,4,12,,2
0,10000,7718,77750,DebtCon,Other,8,0,0,261.8,0,14,,2
0,10000,87579,105000,DebtCon,Other,13,0,0,209.96666667,3,16,,2
0,10000,66000,89145,DebtCon,Office,9,0,0,215.03333333,3,29,,2
0,10000,124000,192000,HomeImp,Office,0,0,1,346.96666667,0,16,,2
0,10000,131589,156000,HomeImp,ProfExe,5,0,1,419.03333333,1,43,,2
0,10000,147234,175300,HomeImp,Office,6,0,0,192.76666667,1,56,,2
0,10000,10000,68250,DebtCon,ProfExe,20,0,2,398.8,1,12,,2
1,10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.43333333,0,24,,2
1,10000,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,,2
1,10000,84000,132965,DebtCon,Sales,30,0,0,325.63333333,1,24,,2
1,10000,42321,53800,DebtCon,Other,4,0,0,275.9,0,19,,2
0,10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.447505948,2
0,10100,57881,69554,HomeImp,Other,29,0,3,189.92452243,1,24,34.61045543,2
0,10100,58446,71145,HomeImp,Other,4,0,1,244.62436764,1,15,38.117306388,2
0,10200,44000,57000,DebtCon,Other,0,1,0,191.73333333,2,13,,2
0,10200,102281,114277,,Office,15,0,0,263.2869775,0,16,36.827785946,2
0,10200,59907,71580,DebtCon,ProfExe,14,0,0,237.94813719,2,32,36.400946661,2
0,10200,65803,85155,HomeImp,Other,15,0,0,218.48175459,0,36,36.182192009,2
0,10300,51787,86200,HomeImp,Other,17,0,0,203.73276258,0,16,34.435246045,2
0,10300,,69085,HomeImp,Other,,0,0,380.27804051,0,7,36.739820219,2
0,10300,65382,73817,DebtCon,Other,1,0,0,190.64814501,1,17,34.192891589,2
0,10300,74624,96697,DebtCon,Office,7,0,0,217.23532123,3,28,41.511300788,2
0,10300,56127,72294,HomeImp,Other,28,1,3,184.34575081,0,24,34.634235614,2
0,10300,57902,74355,HomeImp,Other,4,0,0,243.6309162,1,16,36.574441888,2
0,10400,62442,73197,DebtCon,ProfExe,8,0,0,47.610677633,1,24,38.88482776,2
0,10400,11426,69294,DebtCon,ProfExe,20,0,1,396.92626454,1,11,20.291988939,2
0,10500,60145,63268,HomeImp,Other,4,0,0,122.49607792,0,34,36.736870753,2
0,10500,53537,66674,DebtCon,Office,4,0,0,83.503094799,2,11,37.098413449,2
0,10500,74000,89000,DebtCon,Mgr,6,0,0,138.03333333,2,27,,2
1,10600,53200,71000,DebtCon,ProfExe,2,0,0,224.23333333,5,39,,2
0,10600,66590,77465,HomeImp,Other,1,1,0,110.77162319,0,6,39.735785258,2
0,10600,83217,101359,DebtCon,Mgr,1,0,0,54.746622005,2,24,40.76038718,2
0,10600,27666,56218,HomeImp,Other,3,0,0,249.85118993,0,10,39.528326336,2
0,10700,73996,92766,DebtCon,Office,15,0,1,102.14742858,0,9,25.3840627,2
1,10700,41144,59375,DebtCon,Other,2,0,0,73.6,1,18,,2
0,10700,67065,96171,DebtCon,Office,9,0,0,205.00760033,3,28,41.587201191,2
0,10700,29569,47842,DebtCon,Other,12,,1,144.81717461,7,28,36.784582009,2
0,10800,199000,226000,HomeImp,ProfExe,11,0,0,236.36666667,0,22,,2
1,10800,57892,78900,DebtCon,ProfExe,15,0,3,329.16666667,1,14,,2
0,10900,57494,66704,DebtCon,Mgr,6,,,115.31274905,,24,39.510985743,2
0,10900,49406,83074,HomeImp,Other,1,0,1,191.81512308,0,13,30.124555686,2
0,10900,17282,70783,DebtCon,ProfExe,19,0,1,404.9043933,0,11,23.610124369,2
0,11000,52602,61496,DebtCon,Other,13,0,0,107.34006616,0,22,37.699108592,2
0,11000,89275,108653,DebtCon,Other,15,0,0,206.90348089,2,15,37.743047077,2
0,11000,56795,70014,DebtCon,Other,3,0,1,319.79577127,0,10,33.596170858,2
1,11000,45000,63775,DebtCon,Other,14,0,0,173.16666667,0,18,,2
0,11000,85149,106820,HomeImp,Mgr,10,0,0,240.43333333,0,25,,2
0,11000,102000,120000,DebtCon,,3,0,0,125.8,1,26,,2
1,11000,41000,63450,HomeImp,Other,2.9,,,,,,,2
1,11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,,2
0,11000,60123,74887,HomeImp,Other,3,0,1,242.24976115,2,16,37.680169764,2
1,11000,85008,73223,HomeImp,Mgr,7,0,2,197.12004536,0,23,41.441052018,2
0,11000,92521,110704,DebtCon,Other,13,0,0,208.89848526,2,16,39.250433285,2
1,11100,52028,77316,HomeImp,Other,,0,2,194.48489733,1,12,30.797674365,2
0,11200,32562,47220,DebtCon,Other,8,,1,151.28586742,7,29,38.019135045,2
0,11200,66868,107794,DebtCon,Office,10,0,0,152.92982848,1,12,39.640828981,2
0,11200,93649,113833,DebtCon,Other,13,0,0,205.11724572,3,16,39.126130259,2
1,11200,114000,139200,DebtCon,Mgr,5,0,0,213.56666667,1,36,,2
0,11200,19496,73140,DebtCon,ProfExe,20,0,1,399.24269191,1,12,23.374504567,2
0,11300,56651,71353,HomeImp,Other,29,1,2,176.91298776,1,24,38.544441857,2
0,11300,40752,53683,HomeImp,Other,22,0,1,129.75806208,0,23,38.425881111,2
1,11300,62568,79009,HomeImp,Office,4,0,3,295.33466966,0,19,28.600252229,2
0,11400,,29374,HomeImp,Office,20,0,0,207.93025578,1,15,38.955124742,2
0,11400,43530,56600,HomeImp,Other,21,0,0,114.98297904,0,23,39.481662901,2
0,11500,116430,215014,HomeImp,ProfExe,3,0,0,132.09363428,0,14,26.864568467,2
1,11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,,2
0,11500,59781,69864,DebtCon,Other,4,0,1,312.54739604,0,9,31.181801354,2
0,11600,92613,108515,DebtCon,Other,11,0,0,206.8225881,3,16,39.111039466,2
1,11600,45917,60000,DebtCon,Other,10,0,1,304.36666667,3,27,,2
0,11600,129432,198705,HomeImp,Office,0,0,0,341.04732919,0,16,39.963258508,2
0,11700,15163,74500,DebtCon,ProfExe,19,0,2,378.82581852,1,11,20.090783327,2
0,11700,101520,110617,DebtCon,Other,18,0,2,198.54334807,1,16,38.721259448,2
0,11700,96532,107600,DebtCon,Other,12,0,0,214.86981675,2,15,40.287411441,2
0,11800,67336,82218,DebtCon,Office,12,0,0,255.31353476,3,36,40.878428241,2
0,11800,86785,125552,DebtCon,Office,11,0,0,148.17649241,1,22,37.884449327,2
0,11800,53596,69786,DebtCon,Mgr,5,,,126.78778068,,24,41.047754879,2
0,11900,44600,63800,DebtCon,Other,9,0,0,243.5,0,18,,2
0,11900,85486,109386,HomeImp,ProfExe,11,0,1,175.54256546,0,28,33.670908179,2
0,11900,81318,105454,HomeImp,ProfExe,6,0,0,92.136821036,1,33,37.525751033,2
0,12000,30777,43157,DebtCon,Other,8,,0,151.69943102,7,28,38.177742947,2
1,12000,42000,60000,DebtCon,Other,4,1,2,145.53333333,0,23,,2
0,12000,98000,123385,HomeImp,ProfExe,10,0,0,170.43333333,3,32,,2
0,12000,76187,93100,DebtCon,Other,0.5,0,0,144.06666667,0,23,,2
0,12000,94000,112125,HomeImp,Office,2,0,0,143.03333333,1,22,,2
0,12000,72000,106000,DebtCon,Other,6,0,0,78.066666667,2,14,,2
0,12000,64000,80000,DebtCon,Other,2,0,0,239.53333333,3,26,,2
1,12000,36000,51900,DebtCon,Other,0.1,0,0,247.5,1,10,,2
1,12000,114390,132800,DebtCon,Mgr,10,0,0,95.733333333,0,25,,2
1,12000,28298,72000,DebtCon,Other,8,,,105.5,2,22,,2
1,12000,48189,53969,DebtCon,Other,5,0,0,276.38174269,0,18,65.495243152,2
0,12100,56335,86648,HomeImp,Other,17,0,0,206.24709466,0,17,35.127874351,2
0,12100,96439,126328,HomeImp,Mgr,3,0,3,156.31913094,0,26,39.279313253,2
0,12100,31400,48000,DebtCon,Other,6,1,0,107.53333333,2,16,,2
0,12100,74594,90555,DebtCon,Mgr,4,0,0,123.77662458,2,27,41.634847306,2
0,12100,61868,66874,HomeImp,Other,30,0,3,170.43863924,0,23,37.915020999,2
0,12200,45095,64736,DebtCon,Other,9,0,0,249.67377106,0,18,31.635302623,2
0,12300,152107,179793,DebtCon,ProfExe,7,,1,212.78299558,3,25,43.134095051,2
0,12300,48866,73023,HomeImp,Office,11,3,1,251.62906201,1,29,32.876870739,2
0,12300,152274,177940,HomeImp,Office,4,0,0,196.87675772,0,56,33.722769149,2
0,12300,33061,46277,DebtCon,Other,8,,1,154.8992783,7,28,39.701782857,2
0,12300,141020,157511,HomeImp,ProfExe,4,0,1,403.74892984,0,43,29.583184253,2
0,12400,132894,198168,HomeImp,Office,0,0,1,355.1639113,0,16,40.540295366,2
1,12400,50573,84008,DebtCon,Other,15,1,0,76.042086926,0,7,41.027966747,2
0,12500,37562,57081,HomeImp,Other,22,0,1,129.48684395,0,23,39.083002442,2
0,12500,57294,66615,DebtCon,Other,3,0,1,321.38758675,0,9,31.380899093,2
0,12500,101047,118913,HomeImp,Office,2,0,0,156.60549165,1,22,35.899287842,2
0,12500,77100,90550,HomeImp,Office,,0,0,173.46666667,1,26,,2
0,12500,77937,89710,DebtCon,Mgr,19,0,0,223.5874152,10,24,35.951998648,2
0,12500,26286,36002,DebtCon,Other,2,,,,,,38.438681858,2
0,12500,,39200,HomeImp,Other,0,0,0,309.4,1,9,,2
0,12500,56791,72974,HomeImp,Other,29,0,3,182.0664052,0,24,35.691622815,2
0,12600,80612,93802,DebtCon,Mgr,5,0,0,141.61314558,2,26,40.74903888,2
0,12600,83921,90876,DebtCon,Other,3,0,0,106.93739665,1,32,41.473001084,2
1,12600,72854,86209,,ProfExe,2,0,0,118.06964742,0,14,36.051487179,2
0,12600,55415,74307,HomeImp,Other,29,1,2,198.8467209,0,23,36.837741045,2
0,12600,76002,94236,DebtCon,Other,11,0,0,164.76230423,5,21,39.52570494,2
1,12700,30428,47387,DebtCon,ProfExe,2,0,0,164.49002127,0,36,38.874158603,2
0,12700,77068,98436,HomeImp,ProfExe,7,0,1,148.28809958,0,34,33.463697469,2
0,12700,130867,201245,HomeImp,Office,0,0,1,340.79534444,0,15,40.168827023,2
0,12700,9038,65969,HomeImp,Other,7,1,1,346.58010279,0,22,13.347212679,2
0,12700,59440,88690,DebtCon,Other,0,0,0,129.15261505,3,11,37.838273531,2
0,12700,37346,53511,HomeImp,Other,23,0,0,136.95694068,0,22,39.431663733,2
0,12800,100241,113073,DebtCon,Other,17,0,1,197.27367923,1,15,39.467588446,2
1,12800,51800,68000,HomeImp,ProfExe,6,,,,,,,2
0,12800,42801,51123,HomeImp,Other,23,0,1,127.83966204,0,22,39.389594605,2
1,12800,67060,83989,DebtCon,Office,9,,3,116.46675743,2,24,43.572307509,2
0,12800,85251,114023,DebtCon,ProfExe,1,1,2,143.68279591,0,33,31.913272413,2
0,12900,64245,83823,DebtCon,Office,13,0,0,246.8377195,3,36,40.560130328,2
1,12900,29891,76571,HomeImp,Other,2,0,0,29.058670234,3,11,31.458500529,2
0,12900,52353,62740,DebtCon,Other,2,0,0,167.51551603,0,13,37.357581403,2
0,12900,45215,66162,DebtCon,Other,4,0,0,170.76451694,0,14,39.248014917,2
0,13000,27787,44901,DebtCon,Other,8,,1,166.7262772,7,28,38.35512561,2
0,13000,96172,112123,DebtCon,ProfExe,14,0,0,181.89180444,1,18,36.225571567,2
0,13000,88614,116994,HomeImp,ProfExe,13,0,2,188.8241991,0,28,32.619501636,2
0,13000,6793,47700,DebtCon,ProfExe,4,0,0,304.36666667,0,16,,2
0,13000,59000,83187,HomeImp,Other,,0,0,292.1,0,20,,2
0,13000,,25425,DebtCon,Other,13,,,90.933333333,2,9,,2
1,13000,36223,,DebtCon,Other,9,1,0,132.86666667,0,14,,2
1,13000,94941,120000,DebtCon,ProfExe,0.1,0,0,132.86666667,0,21,,2
0,13100,69259,75149,DebtCon,Office,11,0,0,240.41029194,3,37,40.735604411,2
0,13100,59460,72387,HomeImp,Other,29,1,2,182.18178223,0,24,34.785132563,2
0,13200,69697,91722,HomeImp,Office,24,1,0,183.52372929,1,14,39.752171789,2
1,13300,58000,75000,DebtCon,Mgr,6.6,0,1,226.2,1,33,,2
0,13300,96201,124892,HomeImp,Mgr,3,0,3,178.03446327,0,26,40.102751827,2
1,13300,67483,85454,DebtCon,ProfExe,16,0,2,335.98931518,1,14,30.37586285,2
1,13300,45860,63500,HomeImp,ProfExe,7,0,0,127.76666667,4,9,,2
0,13300,44509,72292,HomeImp,ProfExe,3,0,0,208.92069357,3,17,37.055724552,2
0,13400,100784,118708,,Office,15,0,0,268.10759246,0,16,36.158718102,2
0,13500,88738,114815,DebtCon,Office,9,0,0,239.74372086,0,12,41.077117828,2
0,13500,91734,114906,DebtCon,Other,12,0,0,211.87694515,3,15,38.104208119,2
0,13500,92989,111120,DebtCon,Other,13,0,0,209.46059432,3,15,39.521844526,2
0,13500,48832,144065,DebtCon,Other,1,0,0,268.58679992,4,43,42.692396714,2
0,13600,94727,112683,DebtCon,Other,11,0,0,209.12994572,3,15,37.714107061,2
0,13600,66178,104378,HomeImp,ProfExe,6,0,0,263.96101511,0,11,36.438466265,2
0,13600,66098,76014,HomeImp,Office,12,0,0,245.60569562,1,32,43.396204585,2
0,13600,90519,110885,DebtCon,Other,12,0,0,201.83559082,3,16,39.666054406,2
0,13600,67354,81255,DebtCon,Office,10,0,0,255.37875694,4,36,41.625398584,2
0,13700,81378,108628,HomeImp,ProfExe,12,0,2,181.72253428,0,27,32.652022631,2
0,13700,38981,67536,DebtCon,Mgr,,,,,,,35.188159859,2
0,13700,90714,120292,DebtCon,Office,11,0,0,215.61201633,0,13,40.304301343,2
1,13700,59012,81465,DebtCon,Mgr,12,0,0,167.43333333,0,31,,2
0,13700,95065,123858,DebtCon,Other,9,0,0,176.95253246,0,27,34.596837528,2
0,13700,70763,78449,DebtCon,Office,12,0,0,271.65672425,5,36,40.561983645,2
0,13700,53094,79069,HomeImp,Other,2,0,2,155.81528651,0,13,29.556366385,2
0,13700,84996,112522,HomeImp,ProfExe,9,0,1,171.95341056,0,28,32.843504905,2
0,13700,73600,92000,DebtCon,ProfExe,9,1,2,347.96666667,,42,,2
0,13800,73688,94071,DebtCon,Office,9,0,0,221.22314273,2,28,41.482142965,2
0,13800,77130,127000,DebtCon,ProfExe,15,0,0,296.33333333,0,19,,2
0,13800,85969,101664,HomeImp,ProfExe,0,0,0,68.583689736,0,19,36.839422636,2
1,13800,65178,79000,DebtCon,Office,11,0,3,111.6,1,23,,2
1,13800,97778,116814,DebtCon,Other,15,1,3,120.78139621,1,22,23.20471329,2
0,13900,57700,74350,DebtCon,,8.5,,,,,,,2
1,13900,77699,92587,DebtCon,Other,13,0,2,134.63357916,0,36,39.196149463,2
0,13900,80960,100730,DebtCon,Other,0,0,0,153.08755553,0,22,40.195306935,2
0,13900,127259,194233,HomeImp,Office,1,0,1,341.64350174,0,16,40.107659088,2
0,13900,88746,108160,HomeImp,Mgr,9,0,0,234.94895108,0,25,30.951437369,2
1,14000,,28992,HomeImp,Other,,0,0,342.06666667,2,14,,2
1,14000,67881,93390,DebtCon,,,,,,,,,2
0,14000,92739,125000,DebtCon,Mgr,6,,,248.6,3,42,,2
0,14000,42000,60000,DebtCon,Mgr,27,1,0,281.06666667,1,17,,2
1,14000,64000,78000,,ProfExe,7.4,0,0,174.43333333,0,20,,2
1,14000,46400,,DebtCon,Other,18,0,1,145.06666667,1,14,,2
0,14000,43173,65985,HomeImp,ProfExe,5,0,0,215.98589471,3,18,37.148691731,2
0,14100,81894,98285,DebtCon,Mgr,6,0,0,151.4710746,1,26,42.282137884,2
1,14200,68750,88627,DebtCon,Other,10,0,1,219.67280084,0,32,34.639961398,2
0,14200,73533,88924,DebtCon,Mgr,21,0,0,232.35332303,10,23,36.470707024,2
0,14200,100664,129166,DebtCon,Mgr,4,,,255.68764844,2,41,38.746759787,2
0,14200,60570,74648,DebtCon,ProfExe,2,0,0,137.84110526,2,35,40.289761298,2
0,14300,81000,100000,DebtCon,Office,30,,1,333.83333333,2,50,,2
0,14300,21828,38000,DebtCon,Mgr,17,1,0,103.5,1,17,,2
