BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Period
0,6600,,48800,HomeImp,,0,0,0,,0,0,12.219436152,4
0,6600,98415,126636,HomeImp,Other,11,,,423.20962409,2,49,40.957090317,4
0,6700,,55396,,,,,,,,,15.703991562,4
0,6700,55113,56486,HomeImp,Other,4,0,0,84.417030462,0,17,23.642853829,4
0,6700,51855,58084,HomeImp,Office,21,0,0,193.75474567,0,19,19.549571698,4
0,6700,54161,59714,HomeImp,Office,20,0,0,209.20630035,0,20,20.203517707,4
0,6700,134616,155034,HomeImp,ProfExe,13,1,0,215.42240638,0,19,19.493871984,4
0,6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.885093499,4
0,6800,76074,88178,HomeImp,Other,22,0,0,341.46505556,0,46,27.523246143,4
0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.70048215,0,23,39.107501643,4
0,6900,49932,66042,HomeImp,Office,20,0,0,204.48458275,0,19,21.855494126,4
0,7000,,47462,HomeImp,Other,,,,102.6573271,,9,36.094071425,4
0,7000,81335,81018,HomeImp,Other,22,0,0,341.61057605,1,47,27.767299768,4
0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.98629953,0,18,21.917952264,4
0,7100,53273,54378,HomeImp,Other,5,0,0,84.837249966,0,17,22.861199646,4
0,7400,48924,86612,DebtCon,,4,0,0,207.76841442,4,30,29.937917829,4
0,7400,73985,114849,DebtCon,Office,0,0,0,238.58630343,1,38,18.421369855,4
0,7400,,54138,HomeImp,,1,0,0,,0,0,12.219679961,4
0,7500,,49804,,,,,,,,,12.391235037,4
0,7500,57213,92458,HomeImp,Office,28,0,0,243.15711917,1,16,23.992353351,4
0,7700,53377,86018,HomeImp,Other,16,0,0,187.19401123,0,28,24.217658483,4
0,7700,56622,70136,DebtCon,Mgr,7,,4,120.7645092,1,11,38.132345766,4
0,7700,,67350,,,,,,,,,,4
0,7700,76056,83643,HomeImp,Other,22,0,0,353.19562851,0,47,28.544528867,4
0,7700,51045,91068,HomeImp,Other,20,0,0,179.24093557,0,28,27.23109397,4
0,7800,53243,95065,HomeImp,ProfExe,7,0,0,220.80244426,2,24,31.827626823,4
0,7900,,31602,HomeImp,Office,20,0,0,192.1211081,0,15,35.586051528,4
1,7900,55383,70020,DebtCon,Other,12,2,0,80.778941503,10,8,44.858977324,4
0,7900,,37125,HomeImp,Other,,,,285.11101511,,12,29.413549764,4
0,8000,82547,105361,DebtCon,ProfExe,24,0,0,52.59326412,2,13,32.160922592,4
0,8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,,4
1,8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,,4
0,8100,78508,200133,HomeImp,Self,14,0,0,9.1,,8,,4
0,8100,26886,36527,HomeImp,ProfExe,12,0,0,188.41982641,0,13,24.865567185,4
0,8200,62603,86782,DebtCon,ProfExe,15,0,0,219.56581251,0,18,24.63662135,4
0,8200,76268,89166,HomeImp,Other,23,0,0,341.8553472,1,46,29.869576644,4
0,8200,120837,176244,DebtCon,Other,8,0,0,196.72416054,0,20,34.745743152,4
0,8200,61821,64832,HomeImp,Other,5,0,0,123.28602489,0,34,35.875343986,4
0,8300,57503,72704,DebtCon,,18,0,0,156.59370755,0,11,33.337118756,4
0,8300,,41438,HomeImp,Other,,,,302.85663286,,12,30.104071436,4
0,8300,45842,50006,DebtCon,Other,16,0,0,90.653070126,0,12,31.360821946,4
0,8300,35343,51986,DebtCon,Other,10,0,0,242.81896695,1,31,37.966606016,4
0,8400,43589,49950,DebtCon,Office,9,0,0,202.70454037,0,23,33.592318942,4
0,8400,41656,51846,HomeImp,Office,10,,,190.01750256,,19,25.768965033,4
0,8400,30146,39326,HomeImp,ProfExe,11,0,0,183.09274953,0,12,23.097201883,4
0,8400,57103,78079,DebtCon,Other,0,0,0,56.30976479,8,21,23.521188257,4
0,8400,77916,93589,DebtCon,ProfExe,0,,,,,,27.873870625,4
1,8400,37256,45956,DebtCon,Other,1,0,0,214.44323,1,6,31.24524851,4
0,8500,83157,202962,HomeImp,Self,14,0,0,13.68276401,,8,21.297339233,4
0,8500,55100,66900,DebtCon,ProfExe,15,0,0,229.26666667,4,32,,4
0,8500,77954,82965,HomeImp,Other,25,0,0,350.7763043,1,46,28.584515556,4
0,8600,,47791,,,,,,,,,14.392536075,4
0,8600,42380,60733,DebtCon,Mgr,3,0,0,199.29314197,0,22,28.434342078,4
0,8600,,51703,,,,,,,,,12.10514386,4
0,8600,42226,50386,HomeImp,Mgr,21,1,0,223.32646239,0,17,34.927866116,4
0,8600,124810,176581,DebtCon,Other,8,0,0,213.30288482,1,19,32.876458514,4
0,8700,87415,201689,HomeImp,Self,13,0,0,13.924759121,,7,20.253863892,4
0,8700,53073,83415,DebtCon,,2,0,0,211.26878022,3,29,30.201509456,4
0,8700,60237,69891,DebtCon,Other,3,0,0,321.2748292,0,9,32.280313622,4
0,8700,78817,115527,DebtCon,Office,1,0,0,221.55154133,1,37,16.378412953,4
0,8700,79062,98038,DebtCon,ProfExe,4,0,0,139.26403364,0,26,33.578035539,4
0,8700,62400,81315,DebtCon,Office,6,0,0,98.028870439,2,14,26.620897734,4
0,8700,56904,64122,DebtCon,Mgr,5,,4,119.55547341,2,11,38.695614603,4
0,8700,76510,108130,DebtCon,Office,2,0,0,252.84392821,1,37,17.414859614,4
1,8800,50000,68000,DebtCon,Other,19,0,0,108.9,0,16,,4
0,8800,74562,89695,HomeImp,Other,24,0,0,338.77674581,1,47,28.439716511,4
0,8800,,74928,,,,,,,,,23.988913066,4
0,8900,80334,87448,DebtCon,Mgr,18,0,0,279.87655021,0,23,38.513997448,4
0,9000,79259,84322,HomeImp,Other,22,0,0,359.33227239,1,47,29.671390341,4
1,9000,52257,58275,DebtCon,Sales,5,0,0,80.251800985,0,21,34.144725947,4
0,9000,55367,79819,DebtCon,Office,5,0,0,101.28118497,1,15,27.189212901,4
0,9100,,50391,,,,,,,,,15.024705832,4
0,9100,80719,86782,HomeImp,Other,23,0,0,333.01158975,1,47,30.39545792,4
1,9100,28550,40300,HomeImp,Other,5,0,0,109.53563552,7,33,23.082905342,4
0,9200,71994,95525,DebtCon,Other,16,,,126.81643919,3,16,25.621930492,4
0,9300,73252,100537,DebtCon,ProfExe,2,0,0,99.774527119,0,26,34.514635071,4
0,9300,59617,67709,HomeImp,Other,4,0,1,243.8307278,1,16,35.968280746,4
1,9300,84900,105798,DebtCon,ProfExe,2,0,0,41.807204596,1,3,26.956697896,4
1,9300,38115,60493,DebtCon,Other,14,0,0,91.932632264,0,18,29.633608474,4
0,9300,,44108,HomeImp,Other,,,,290.81807399,,12,29.743599964,4
0,9400,,50575,HomeImp,Other,,,,99.06951832,,8,35.9078154,4
0,9400,57105,67061,HomeImp,Other,6,0,0,129.50848379,0,34,35.734592764,4
0,9400,51505,84178,HomeImp,Other,19,0,0,202.69796289,0,16,35.530613427,4
1,9500,36114,45654,DebtCon,Office,0,0,0,83.333291772,0,9,25.343478449,4
0,9500,70000,85000,DebtCon,ProfExe,9,0,1,175.56666667,1,12,,4
0,9600,84333,201281,HomeImp,Self,14,0,0,13.213057261,,7,17.825630936,4
0,9700,75566,92066,DebtCon,Office,14,0,0,94.987922191,0,8,25.161183475,4
0,9700,45907,57507,DebtCon,Other,6,0,0,81.229448637,0,11,29.037574223,4
1,9700,47000,82000,HomeImp,Other,,1,2,96.633333333,,8,,4
0,9800,54564,62109,DebtCon,Mgr,10,0,0,124.02162504,0,19,32.565686372,4
0,9800,15021,31900,DebtCon,Other,6,0,0,276.73420174,0,11,22.291249185,4
0,9800,49287,69831,DebtCon,Mgr,2,0,0,182.99480622,2,16,29.713466905,4
0,9800,32550,52554,DebtCon,Other,12,0,0,229.51274114,1,32,37.923088094,4
0,9900,35448,58056,DebtCon,Other,11,0,0,229.5228444,1,31,37.297432095,4
0,9900,79379,205346,HomeImp,Self,14,0,0,20.214194867,,7,19.799427915,4
0,9900,111000,134347,DebtCon,ProfExe,16,,1,180.63333333,1,33,,4
0,9900,55231,78708,DebtCon,Office,4,0,0,85.801476116,2,15,24.594992574,4
0,9900,47367,114837,DebtCon,ProfExe,4,0,0,210.43553362,0,10,25.042108535,4
0,9900,108155,219936,HomeImp,ProfExe,2,0,0,126.93937738,1,15,27.992051659,4
0,9900,74009,108371,DebtCon,Office,1,0,0,246.09476485,0,36,17.257117147,4
0,9900,54961,70609,DebtCon,Mgr,6,,4,105.9346916,2,11,40.70254787,4
0,9900,26427,87134,HomeImp,ProfExe,20,0,0,244.36524652,0,11,25.003965494,4
0,9900,31244,44138,HomeImp,Mgr,14,0,0,60.634469798,1,9,31.688134282,4
0,10000,63218,76500,DebtCon,Office,5,2,3,183.66666667,3,30,,4
0,10000,,49266,,,,,,,,,15.597290225,4
0,10000,59828,72489,DebtCon,,18,0,0,157.24366245,1,11,31.626821934,4
1,10000,,,HomeImp,Other,,,,,,,,4
0,10000,22068,49600,HomeImp,Other,0.9,0,0,247.56666667,0,11,,4
1,10000,16288,48600,DebtCon,Other,24,0,0,268.83333333,1,16,,4
0,10000,,69502,,,,,,,,,25.77278284,4
0,10000,41949,51684,DebtCon,Other,15,0,0,84.123450947,0,12,31.267318776,4
0,10100,66393,85605,DebtCon,Office,6,1,1,203.69956292,3,29,37.669305127,4
0,10100,68820,78830,DebtCon,Other,2,,,170.7224523,,34,29.206752832,4
0,10100,73174,91101,DebtCon,Office,14,0,0,77.117090664,0,8,25.042596687,4
0,10100,55559,89231,HomeImp,Other,16,1,0,175.55557129,0,29,26.900320998,4
0,10100,126358,180305,DebtCon,Other,8,0,0,199.35052965,1,20,32.033628789,4
0,10200,46140,56206,DebtCon,,8,1,0,115.78062817,1,25,22.313705147,4
0,10200,38223,60728,DebtCon,Mgr,,,,,,,35.347853825,4
0,10200,34522,43076,HomeImp,Other,9,0,0,92.907548338,0,3,36.845356693,4
0,10200,79257,105912,HomeImp,ProfExe,3,0,0,95.35537249,0,33,39.391365195,4
0,10200,,64377,HomeImp,Other,,0,0,347.24501311,0,6,37.774681559,4
0,10300,46609,63812,DebtCon,Other,1,0,0,184.78841632,2,13,29.140031372,4
0,10300,75483,99345,DebtCon,ProfExe,3,0,0,133.79051006,0,25,34.887236085,4
0,10400,63626,79477,,Other,12,0,0,260.79726222,0,27,27.942866028,4
0,10400,56610,86831,HomeImp,Other,19,0,0,190.08482952,0,28,24.602658554,4
1,10400,51200,76125,DebtCon,Other,12,0,0,132.36666667,0,16,,4
0,10500,,53907,HomeImp,Other,10,0,0,308.21326219,2,13,34.408948419,4
0,10500,64295,73594,DebtCon,,19,0,0,157.24655028,0,11,33.556312248,4
0,10500,88829,114962,DebtCon,Other,13,0,0,206.21222804,3,15,37.864946214,4
0,10500,74814,98132,HomeImp,ProfExe,8,0,0,164.3308981,0,34,32.375149102,4
0,10500,27180,86978,HomeImp,ProfExe,22,0,0,230.72115441,0,10,25.753010226,4
0,10600,39061,50225,DebtCon,Other,15,0,0,77.114285108,0,12,32.587465652,4
0,10600,28264,86546,HomeImp,ProfExe,20,0,0,244.14050903,0,11,24.20235008,4
0,10600,81151,200459,HomeImp,Self,14,0,0,9.5341427099,,7,21.223213992,4
0,10600,43676,61576,DebtCon,Other,6,0,0,84.839126053,1,10,30.868137501,4
0,10600,46972,80147,HomeImp,Office,12,3,0,244.23353012,2,29,32.656531297,4
0,10700,48322,64383,DebtCon,Other,0,1,0,185.25673471,2,12,28.030801551,4
1,10700,55043,68609,DebtCon,Other,2,0,0,46.272175955,1,17,25.448844532,4
0,10700,147477,181050,HomeImp,Office,6,0,0,190.02108492,1,55,34.698162391,4
0,10800,64181,70996,DebtCon,Other,4,0,0,171.75957905,2,17,33.227793593,4
1,10800,194485,228670,HomeImp,ProfExe,1,0,0,75.458150356,,4,28.370130884,4
0,10900,,76207,,,,,,,,,22.392611597,4
0,10900,56793,68825,DebtCon,Other,3,0,0,225.88904146,0,9,34.727875189,4
0,11000,88252,112567,DebtCon,Other,11,0,0,224.71557646,2,15,39.526852362,4
0,11000,77929,102942,HomeImp,ProfExe,8,0,0,173.8298837,0,34,33.897772554,4
0,11000,57554,68222,DebtCon,ProfExe,14,0,0,215.43179389,3,32,36.569347898,4
0,11000,21780,85505,HomeImp,ProfExe,19,0,0,240.68258102,0,10,24.404335112,4
0,11000,85758,108661,HomeImp,Mgr,11,0,0,255.28741537,0,24,29.434867143,4
0,11100,61856,77275,HomeImp,Other,4,0,1,243.71377409,1,16,36.564119563,4
0,11100,54496,71895,HomeImp,Other,6,0,0,125.76577489,0,16,35.506774068,4
0,11100,56999,67427,HomeImp,Other,8,0,0,139.51391501,0,16,35.892436102,4
0,11100,67366,102936,DebtCon,Other,9,0,0,213.28149573,0,20,19.078651168,4
0,11200,17411,86102,DebtCon,Other,10,0,0,267.97010945,0,13,22.089199918,4
0,11200,56842,66710,HomeImp,Other,6,0,0,144.79522043,0,17,33.8858765,4
0,11200,,48150,HomeImp,Mgr,3,,,165.76801721,,9,22.302234366,4
0,11300,61810,79817,DebtCon,Office,6,0,0,98.224144195,1,14,25.52507894,4
0,11300,62168,80681,DebtCon,Sales,6,0,0,117.3762292,0,34,27.694521271,4
0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92092996,1,16,28.086854837,4
0,11300,114392,214523,HomeImp,ProfExe,2,0,0,132.09765987,1,15,26.251830338,4
0,11400,56789,74016,HomeImp,Other,7,0,0,127.62547457,0,16,33.027143557,4
0,11400,,44849,HomeImp,Mgr,6,,,163.27459468,,9,23.481116639,4
0,11400,64934,74875,DebtCon,Other,3,0,0,192.31448267,2,16,34.343755724,4
0,11400,50166,61395,DebtCon,Other,1,0,0,188.88668235,1,12,26.950451284,4
0,11500,53651,87547,HomeImp,Other,18,0,0,191.39688748,0,16,34.368650887,4
0,11500,29281,37717,HomeImp,Mgr,15,0,0,61.915444655,0,9,30.702428546,4
0,11500,104610,118861,DebtCon,Other,18,0,1,203.70020243,1,16,37.596951452,4
0,11500,,64037,HomeImp,Other,,0,0,354.17458076,0,7,34.355739238,4
0,11600,,36474,HomeImp,Other,,,1,93.727138031,0,10,37.202953562,4
1,11700,51600,72399,HomeImp,Other,15,0,1,125.36336996,4,20,,4
0,11700,,69125,,,,,,,,,23.766832127,4
0,11700,37093,62116,DebtCon,Mgr,,,,,,,37.010948765,4
0,11700,74783,86227,DebtCon,Mgr,7,0,0,116.75680052,0,23,28.019227084,4
0,11700,64278,76055,,Other,12,0,0,245.29516293,0,26,28.439965842,4
0,11900,28329,80963,HomeImp,ProfExe,21,0,0,239.45711772,0,10,24.534997192,4
1,11900,29822,48574,DebtCon,Office,13,0,0,132.4016914,0,4,36.611156973,4
0,11900,201264,227295,HomeImp,ProfExe,10,0,0,239.74336633,0,22,33.776336963,4
0,11900,89595,107895,HomeImp,Mgr,9,0,0,250.46824187,0,24,30.305388108,4
0,12000,102109,121229,DebtCon,,2,0,0,104.48259122,0,25,34.767288887,4
0,12000,79844,98139,HomeImp,ProfExe,8,0,0,156.95475827,0,34,31.700124322,4
0,12000,42482,67800,DebtCon,ProfExe,19,0,0,199.9,0,16,,4
1,12000,48786,89800,HomeImp,ProfExe,29.9,0,5,220.13333333,1,16,,4
0,12000,36072,62960,DebtCon,ProfExe,8,0,0,288.5298732,0,16,22.423002459,4
0,12000,,67446,HomeImp,Other,,0,0,356.93333041,0,7,37.934443412,4
0,12000,98428,114820,DebtCon,Other,16,0,1,188.14820819,2,15,36.737721285,4
0,12100,48622,83158,HomeImp,Other,4,0,2,191.56929158,0,12,29.204499555,4
0,12100,44484,64398,DebtCon,Other,3,0,0,263.04470405,0,20,28.803982547,4
0,12100,46152,72773,DebtCon,Other,0,0,0,270.48998006,0,20,29.495115994,4
0,12200,136866,162906,HomeImp,ProfExe,4,0,0,427.92359149,0,43,30.182122904,4
0,12200,80336,102618,HomeImp,ProfExe,2,0,0,79.730260623,2,19,34.405482343,4
0,12200,70722,81760,DebtCon,Other,0,0,0,219.78527278,3,26,30.277005376,4
0,12300,79838,85209,DebtCon,ProfExe,8,0,0,173.83862388,0,11,37.824470796,4
0,12300,61253,85825,DebtCon,Sales,5,0,0,130.02625897,0,34,27.20337824,4
1,12300,49800,64000,DebtCon,ProfExe,23,0,2,232.33333333,3,17,,4
0,12300,90006,121122,DebtCon,Office,9,0,0,133.49754075,1,21,36.91048167,4
0,12300,159798,177853,DebtCon,ProfExe,6,,0,206.81707264,4,25,41.42504139,4
0,12400,16375,36672,DebtCon,Mgr,8,0,0,120.67492799,0,11,24.089437148,4
0,12400,49264,57923,DebtCon,Other,0,0,0,182.00104146,2,13,27.00877688,4
0,12500,93538,118369,DebtCon,ProfExe,0,0,1,132.82371179,0,33,34.833864806,4
0,12500,50097,73846,DebtCon,Other,1,0,0,267.86545832,0,20,29.159609493,4
0,12500,77792,100812,DebtCon,ProfExe,10,2,0,182.9569956,1,29,27.385873237,4
0,12600,67860,103426,DebtCon,Other,9,0,0,202.15263385,0,20,18.347529385,4
0,12600,49986,67896,DebtCon,Mgr,3,0,0,190.1599072,1,17,29.266317175,4
0,12700,204038,230920,HomeImp,ProfExe,10,0,0,242.91289344,0,22,29.801627319,4
0,12700,79448,91004,DebtCon,Mgr,20,0,0,227.50739015,10,23,34.464302149,4
0,12700,,41396,HomeImp,Other,0,0,0,302.87005049,1,8,27.989466591,4
0,12700,79383,107590,DebtCon,Other,5,0,0,78.299273534,2,14,33.581116502,4
0,12800,99160,114619,HomeImp,Office,2,0,0,142.2125619,0,22,35.949877053,4
0,12800,73624,103213,DebtCon,Other,10,0,0,201.65084421,0,20,19.557272829,4
0,12800,67867,78660,DebtCon,Other,3,,,159.80149338,,34,30.010909605,4
0,12800,48437,65311,DebtCon,Other,0,1,0,260.55523624,0,21,29.516289851,4
0,12800,11986,48309,HomeImp,Office,23,0,0,265.2270609,0,20,28.493861936,4
0,12800,79151,110583,DebtCon,Other,4,0,0,79.371384496,1,13,33.586691632,4
0,12800,29100,39264,HomeImp,Other,7,0,0,93.395002466,2,12,31.283061018,4
0,12900,102905,117694,HomeImp,Office,1,0,0,137.14247311,1,21,35.865466207,4
0,12900,92734,114285,HomeImp,Mgr,11,0,0,236.05277279,0,24,28.663416808,4
0,12900,89510,102628,HomeImp,Other,20,0,0,117.85717268,3,24,28.537354092,4
1,12900,46266,62000,DebtCon,Other,7,0,0,77.133333333,5,18,,4
0,12900,55673,64582,DebtCon,Other,4,0,0,163.41663166,0,14,26.987437342,4
0,12900,88304,122178,DebtCon,Office,10,0,0,223.45485481,0,12,41.429958874,4
0,12900,50636,57838,DebtCon,Other,0,1,0,187.82532332,1,13,28.813470941,4
0,12900,56798,71364,DebtCon,Other,1,0,0,225.58576305,0,9,33.021284072,4
0,12900,61031,71550,HomeImp,Other,28,0,2,178.08725678,0,23,34.802428777,4
0,13000,81972,102295,HomeImp,ProfExe,5,0,0,107.42060929,0,26,24.720831083,4
0,13000,78766,106450,HomeImp,ProfExe,6,0,0,107.95131167,0,26,24.870993882,4
0,13000,67395,94355,DebtCon,Office,8,0,0,214.48449255,3,28,40.970466815,4
0,13000,16913,48587,HomeImp,Office,23,0,0,264.9921562,0,20,30.622635559,4
0,13000,26863,44218,HomeImp,Other,10,0,0,92.99959341,2,11,29.112936155,4
0,13000,110094,145807,DebtCon,ProfExe,2,0,0,285.27593467,0,45,35.045471057,4
0,13000,77355,114400,,,,,,,,,,4
0,13000,44875,57713,DebtCon,Other,0,1,0,184.99032439,1,12,28.602076071,4
0,13100,70878,86743,DebtCon,ProfExe,10,0,0,174.88174385,0,11,39.784408257,4
0,13100,74832,98616,HomeImp,ProfExe,6,0,0,101.36228964,1,26,27.021480654,4
0,13100,70368,87407,DebtCon,Other,2,0,0,232.99471273,3,26,29.66798564,4
0,13100,97287,123281,DebtCon,Other,9,0,0,162.99374391,0,26,34.178345675,4
0,13200,69195,79252,DebtCon,Office,13,0,0,248.78813035,3,37,41.905604624,4
0,13200,93254,125738,HomeImp,Mgr,3,0,3,156.54545124,0,25,42.736665568,4
0,13200,81654,114333,DebtCon,Other,5,0,0,97.962961658,1,13,33.743367654,4
0,13300,64002,88174,DebtCon,Other,3,,,157.91698973,,34,29.79823118,4
0,13300,153411,182014,DebtCon,ProfExe,7,,0,198.39162001,3,25,41.987115537,4
0,13300,66174,79957,DebtCon,Other,2,,,175.96269497,,34,31.563441222,4
0,13300,49491,69028,DebtCon,ProfExe,16,0,0,195.87763265,0,15,24.877508414,4
0,13400,53699,68084,DebtCon,Other,3,0,0,169.85244928,0,14,25.10971349,4
0,13400,88810,102409,HomeImp,Other,19,0,0,145.75659669,4,24,31.336418262,4
0,13400,9698,65524,HomeImp,Other,9,1,0,345.54310649,1,21,15.761919171,4
0,13500,59941,69336,HomeImp,Other,29,1,2,182.69566963,1,24,35.51267298,4
0,13500,63572,102739,HomeImp,ProfExe,7,0,0,250.56135691,0,12,34.913793441,4
0,13500,40786,66872,DebtCon,Mgr,,,,,,,35.364139723,4
0,13500,47900,135500,DebtCon,Other,2,0,0,276.06666667,5,43,,4
0,13500,116123,145597,DebtCon,ProfExe,3,0,0,290.31077491,0,46,34.69906743,4
0,13500,67180,85634,DebtCon,Sales,5,0,0,147.35531256,0,35,28.522553371,4
0,13600,115816,212995,HomeImp,ProfExe,1,0,0,114.8430305,1,14,26.3251112,4
0,13700,27536,45819,HomeImp,Other,7,0,0,73.455765867,2,12,28.709192906,4
0,13700,86161,106737,HomeImp,Other,22,0,0,135.33270363,4,23,29.409524029,4
0,13800,,44459,HomeImp,Mgr,4,,,169.00541019,,9,21.532897095,4
0,13800,75142,95667,DebtCon,Mgr,19,0,0,230.45755435,10,24,33.383314175,4
0,13800,,44092,HomeImp,Mgr,5,,,173.87586768,,10,20.682377402,4
0,13900,78442,105065,HomeImp,ProfExe,0,0,0,71.550477459,0,19,34.75170874,4
0,13900,,40881,HomeImp,Other,0,0,0,297.9070847,1,8,25.940710954,4
0,13900,71425,81012,DebtCon,Other,2,0,0,242.94051409,2,26,32.175036059,4
0,13900,77007,96718,DebtCon,ProfExe,8,2,0,183.60866723,0,30,26.431314522,4
0,13900,48110,63601,DebtCon,ProfExe,5,0,0,153.73539865,1,12,29.964687389,4
0,14000,99652,113012,,Office,17,1,0,255.96142794,0,16,35.453810357,4
0,14000,59736,97411,DebtCon,ProfExe,7,0,0,200.15536564,1,19,20.116982025,4
0,14100,54081,68577,DebtCon,Other,8,0,0,237.68227828,0,17,33.089017513,4
0,14100,51723,77207,DebtCon,ProfExe,21,0,0,199.53304804,0,15,25.092147219,4
0,14200,102512,128657,HomeImp,ProfExe,8,0,0,178.33902633,3,32,27.541140882,4
0,14200,84718,103804,HomeImp,Other,21,0,0,123.66357507,4,23,30.635348147,4
0,14200,44412,72946,DebtCon,ProfExe,19,0,0,196.1321341,0,15,23.773201872,4
0,14200,102789,123691,DebtCon,,3,0,0,127.06000805,1,26,31.338764479,4
0,14300,85631,100000,HomeImp,Other,20,0,0,144.99929699,3,23,30.130636379,4
0,14300,19111,49794,HomeImp,Office,23,0,0,262.30674029,0,19,30.933678393,4
0,14300,67018,81805,DebtCon,Other,1,0,0,253.59245092,3,25,30.686218746,4
0,14300,,63319,,,0,0,0,,0,0,3.9608594999,4
0,14300,33261,41835,DebtCon,Other,9,,0,155.14316084,6,28,40.50295999,4
0,14300,31607,70118,DebtCon,ProfExe,6,0,0,255.71956727,0,15,23.062913802,4
0,14400,61121,88844,HomeImp,Other,,0,0,295.79211095,0,20,30.303766952,4
0,14400,89605,106290,HomeImp,Other,20,0,0,121.74760077,4,24,29.30354901,4
0,14400,46551,68545,DebtCon,Other,7,0,0,118.74648606,3,49,29.571263376,4
0,14400,80123,102223,DebtCon,ProfExe,9,2,0,176.418283,0,30,27.644954624,4
0,14500,54927,63177,DebtCon,Other,3,0,0,178.93616767,0,14,27.062233476,4
0,14500,100685,129840,HomeImp,ProfExe,9,0,0,166.84639629,2,32,27.527227051,4
0,14600,59658,80384,DebtCon,,8,,,,,,25.192869401,4
0,14600,76194,106461,DebtCon,Other,4,0,0,80.706197627,1,13,34.529550086,4
0,14600,63475,89430,HomeImp,Other,,0,0,286.30181489,0,19,28.638062771,4
0,14700,49264,68591,DebtCon,Other,9,0,0,237.83915914,0,18,31.25670012,4
0,14700,30210,42751,DebtCon,Mgr,17,0,0,86.641823326,0,17,23.397362241,4
1,14700,148396,162403,DebtCon,Mgr,13,0,0,163.4989942,0,31,35.428415656,4
0,14700,,,,,,,,,,,24.595377852,4
0,14700,106417,123580,HomeImp,ProfExe,9,0,0,166.49606529,3,31,29.316710061,4
